"title","author","url","description","subjects"
"Wild Animals I Have Known","Ernest Thompson Seton","https://www.gutenberg.org/ebooks/3031","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Life and Letters of Mary Wollstonecraft Shelley, Volume 1 (of 2)","Mrs. Julian Marshall","https://www.gutenberg.org/ebooks/37955","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Bidwell's Travels, from Wall Street to London Prison: Fifteen Years in Solitude","Austin Bidwell","https://www.gutenberg.org/ebooks/24739","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Vollständiges Orthographisches Wörterbuch der deutschen Sprache :  mit etymologischen Angaben, kurzen Sacherklärungen und Verdeutschungen der Fremdwörter (German)","Konrad Duden","https://www.gutenberg.org/ebooks/75007","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Orthodoxy","G. K. Chesterton","https://www.gutenberg.org/ebooks/16769","Free kindle book and epub digitized and proofread by volunteers.","[]"
"War of the Worlds","H. G. Wells","https://www.gutenberg.org/ebooks/26290","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Everlasting Man","G. K. Chesterton","https://www.gutenberg.org/ebooks/65688","Free kindle book and epub digitized and proofread by volunteers.","[]"
"殘唐五代史演義傳 (Chinese)","Guanzhong Luo","https://www.gutenberg.org/ebooks/27145","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Travels in the Central Parts of Indo-China (Siam), Cambodia, and Laos (Vol. 1 of 2)","Henri Mouhot","https://www.gutenberg.org/ebooks/46559","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Officer's Manual: Napoleon's Maxims of War","Emperor of the French Napoleon I","https://www.gutenberg.org/ebooks/50750","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Luck of Roaring Camp and Other Tales","Bret Harte","https://www.gutenberg.org/ebooks/6373","Free kindle book and epub digitized and proofread by volunteers.","[]"
"English Fairy Tales","Flora Annie Webster Steel","https://www.gutenberg.org/ebooks/17034","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Life of Ludwig van Beethoven, Volume I","Alexander Wheelock Thayer","https://www.gutenberg.org/ebooks/43591","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Oxford Book of English Verse, 1250-1900","Unknown","https://www.gutenberg.org/ebooks/66619","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Miser","Molière","https://www.gutenberg.org/ebooks/6923","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Tribes and Castes of the Central Provinces of India, Volume 3","R. V. Russell","https://www.gutenberg.org/ebooks/41424","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The New Hudson Shakespeare: Julius Cæsar","William Shakespeare","https://www.gutenberg.org/ebooks/28334","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Le Tour du Monde; Kachmir (French)","Various","https://www.gutenberg.org/ebooks/29536","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Antiquarian Magazine & Bibliographer; Vol. 4, July-Dec 1884","Various","https://www.gutenberg.org/ebooks/52641","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Woman in Black","E. C. Bentley","https://www.gutenberg.org/ebooks/21854","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Children's Pilgrimage","L. T. Meade","https://www.gutenberg.org/ebooks/6899","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Country House","John Galsworthy","https://www.gutenberg.org/ebooks/2772","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Bréquigny, Louis Georges Oudard Feudrix de"" to ""Bulgaria""","Various","https://www.gutenberg.org/ebooks/19699","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The 2003 CIA World Factbook","United States. Central Intelligence Agency","https://www.gutenberg.org/ebooks/27558","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Lost Continent","Edgar Rice Burroughs","https://www.gutenberg.org/ebooks/149","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The pedigree of fascism :  A popular essay on the Western philosophy of politics","Aline Lion","https://www.gutenberg.org/ebooks/77090","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The autobiography of Sir Henry Morton Stanley, G.C.B.","Henry M. Stanley","https://www.gutenberg.org/ebooks/77113","Free kindle book and epub digitized and proofread by volunteers.","[]"
"How to analyze people on sight through the science of human analysis :  the five human types","Elsie Lincoln Benedict and Ralph Paine Benedict","https://www.gutenberg.org/ebooks/30601","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Seneca's Morals of a Happy Life, Benefits, Anger and Clemency","Lucius Annaeus Seneca","https://www.gutenberg.org/ebooks/56075","Free kindle book and epub digitized and proofread by volunteers.","[]"
"History of Christian names","Charlotte M. Yonge","https://www.gutenberg.org/ebooks/70419","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Encyclopaedia Britannica, 11th Edition, ""Dinard"" to ""Dodsworth, Roger""","Various","https://www.gutenberg.org/ebooks/32689","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The New Gresham Encyclopedia. Atrebates to Bedlis","Various","https://www.gutenberg.org/ebooks/34075","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Iamblichus' Life of Pythagoras, or Pythagoric Life","Iamblichus","https://www.gutenberg.org/ebooks/63300","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Daughter of Anderson Crow","George Barr McCutcheon","https://www.gutenberg.org/ebooks/14818","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Astounding Stories,  August, 1931","Various","https://www.gutenberg.org/ebooks/33016","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Reviews","Oscar Wilde","https://www.gutenberg.org/ebooks/14240","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Cautionary Tales for Children","Hilaire Belloc","https://www.gutenberg.org/ebooks/27424","Free kindle book and epub digitized and proofread by volunteers.","[]"
"First Course in the Theory of Equations","Leonard E. Dickson","https://www.gutenberg.org/ebooks/29785","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Записки из подполья (Russian)","Fyodor Dostoyevsky","https://www.gutenberg.org/ebooks/21186","Free kindle book and epub digitized and proofread by volunteers.","[]"
"聊齋志異 (Chinese)","Songling Pu","https://www.gutenberg.org/ebooks/51828","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Life of Bismarck, Private and Political","George Hesekiel","https://www.gutenberg.org/ebooks/58776","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Thomas Dekker","Thomas Dekker","https://www.gutenberg.org/ebooks/45357","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Cole's Funny Picture Book No. 1","E. W. Cole","https://www.gutenberg.org/ebooks/30726","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Franklin's Way to Wealth; or, ""Poor Richard Improved""","Benjamin Franklin","https://www.gutenberg.org/ebooks/43855","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fathers and Sons","Ivan Sergeevich Turgenev","https://www.gutenberg.org/ebooks/47935","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Works of Lord Byron: Letters and Journals. Vol. 1","Baron George Gordon Byron Byron","https://www.gutenberg.org/ebooks/8901","Free kindle book and epub digitized and proofread by volunteers.","[]"
"楊家將 (Chinese)","active 16th century Damu Xiong","https://www.gutenberg.org/ebooks/23838","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Der Fremde: Ein Gleichniss (German)","Hans von Kahlenberg","https://www.gutenberg.org/ebooks/36227","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Portuguese literature","Aubrey F. G. Bell","https://www.gutenberg.org/ebooks/75425","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Acres of Diamonds: Our Every-day Opportunities","Russell H. Conwell","https://www.gutenberg.org/ebooks/368","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Terminal Compromise","Winn Schwartau","https://www.gutenberg.org/ebooks/79","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Speckled Bird","Augusta J. Evans","https://www.gutenberg.org/ebooks/36029","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Poor Folk","Fyodor Dostoyevsky","https://www.gutenberg.org/ebooks/2302","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Land Beyond the Forest: Facts, Figures, and Fancies from Transylvania","E. Gerard","https://www.gutenberg.org/ebooks/57168","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Rockets, Missiles, and Spacecraft of the National Air and Space Museum, Smithsonian Institution","Lynne C. Murphy","https://www.gutenberg.org/ebooks/57421","Free kindle book and epub digitized and proofread by volunteers.","[]"
"South-African Folk-Tales","James A. Honey","https://www.gutenberg.org/ebooks/38339","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Wreck of the Titan","Morgan Robertson","https://www.gutenberg.org/ebooks/24880","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Tale of Peter Mink","Arthur Scott Bailey","https://www.gutenberg.org/ebooks/22979","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Latin Hymn-writers and Their Hymns","Samuel Willoughby Duffield","https://www.gutenberg.org/ebooks/54903","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Voyage Out","Virginia Woolf","https://www.gutenberg.org/ebooks/144","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Proofs of a Conspiracy against all the Religions and Governments of Europe","John Robison","https://www.gutenberg.org/ebooks/47605","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Autobiography of Andrew Carnegie","Andrew Carnegie","https://www.gutenberg.org/ebooks/17976","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fables de La Fontaine, livre premier (French)","Jean de La Fontaine","https://www.gutenberg.org/ebooks/20971","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Oxford Book of Latin Verse (Latin)","Unknown","https://www.gutenberg.org/ebooks/38503","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The History of Signboards, from the Earliest times to the Present Day","John Camden Hotten and Jacob Larwood","https://www.gutenberg.org/ebooks/45249","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Poems","Wilfred Owen","https://www.gutenberg.org/ebooks/1034","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Gentleman: A Romance of the Sea","Alfred Ollivant","https://www.gutenberg.org/ebooks/8396","Free kindle book and epub digitized and proofread by volunteers.","[]"
"南部新書 (Chinese)","jin shi 999 Yi Qian","https://www.gutenberg.org/ebooks/27088","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Types of News Writing","Willard Grosvenor Bleyer","https://www.gutenberg.org/ebooks/59606","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Nathan the Wise; a dramatic poem in five acts","Gotthold Ephraim Lessing","https://www.gutenberg.org/ebooks/3820","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Manners, Customs, and Dress During the Middle Ages and During the Renaissance Period","P. L. Jacob","https://www.gutenberg.org/ebooks/10940","Free kindle book and epub digitized and proofread by volunteers.","[]"
"木蘭奇女傳 (Chinese)","Anonymous","https://www.gutenberg.org/ebooks/23938","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Legends, Tales and Poems (Spanish)","Gustavo Adolfo Bécquer","https://www.gutenberg.org/ebooks/10814","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tales From Jókai","Mór Jókai","https://www.gutenberg.org/ebooks/37286","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Queen Lucia","E. F. Benson","https://www.gutenberg.org/ebooks/21157","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Black is White","George Barr McCutcheon","https://www.gutenberg.org/ebooks/54097","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fifty Contemporary One-Act Plays","Unknown","https://www.gutenberg.org/ebooks/36984","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Book of Hallowe'en","Ruth Edna Kelley","https://www.gutenberg.org/ebooks/20644","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The defender","Nicholas Kalashnikoff","https://www.gutenberg.org/ebooks/77051","Free kindle book and epub digitized and proofread by volunteers.","[]"
"竹葉亭雜記 (Chinese)","Yuanzhi Yao","https://www.gutenberg.org/ebooks/43010","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Satyricon — Volume 02: Dinner of Trimalchio","Petronius Arbiter","https://www.gutenberg.org/ebooks/5219","Free kindle book and epub digitized and proofread by volunteers.","[]"
"醉醒石 (Chinese)","active 17th century Donglugukuangsheng","https://www.gutenberg.org/ebooks/24027","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Poems by William Cullen Bryant","William Cullen Bryant","https://www.gutenberg.org/ebooks/16341","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Printers' Marks: A Chapter in the History of Typography","W. Roberts","https://www.gutenberg.org/ebooks/25663","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Journals of Dorothy Wordsworth, Vol. 1 (of 2)","Dorothy Wordsworth","https://www.gutenberg.org/ebooks/42856","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Churches of Paris, from Clovis to Charles X","Sophia Beale","https://www.gutenberg.org/ebooks/39989","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Little Lord Fauntleroy","Frances Hodgson Burnett","https://www.gutenberg.org/ebooks/479","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A preface to morals","Walter Lippmann","https://www.gutenberg.org/ebooks/77019","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The iron heel","Jack London","https://www.gutenberg.org/ebooks/1164","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Oera Linda Book, from a Manuscript of the Thirteenth Century (Western Frisian)","Unknown","https://www.gutenberg.org/ebooks/40986","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Aristotle's History of Animals","Aristotle","https://www.gutenberg.org/ebooks/59058","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The barbarous babes :  Being the memoirs of Molly","Edith Ayrton Zangwill","https://www.gutenberg.org/ebooks/77065","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Discours par Maximilien Robespierre — 17 Avril 1792-27 Juillet 1794 (French)","Maximilien Robespierre","https://www.gutenberg.org/ebooks/29887","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Chaucer's Works, Volume 1 — Romaunt of the Rose; Minor Poems","Geoffrey Chaucer","https://www.gutenberg.org/ebooks/43089","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Alchemy: Ancient and Modern","H. Stanley Redgrove","https://www.gutenberg.org/ebooks/43240","","[]"
"The Landloper: The Romance of a Man on Foot","Holman Day","https://www.gutenberg.org/ebooks/4712","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Diary of John Evelyn (Volume 1 of 2)","John Evelyn","https://www.gutenberg.org/ebooks/41218","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Key to Theosophy","H. P. Blavatsky","https://www.gutenberg.org/ebooks/55618","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Japan: From the Japanese Government History","Unknown","https://www.gutenberg.org/ebooks/45645","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Cuentos de Amor de Locura y de Muerte (Spanish)","Horacio Quiroga","https://www.gutenberg.org/ebooks/13507","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Divine Comedy by Dante, Illustrated, Purgatory, Complete","Dante Alighieri","https://www.gutenberg.org/ebooks/8795","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Proverbs of Scotland","Alexander Hislop","https://www.gutenberg.org/ebooks/26150","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Die Wahlverwandtschaften (German)","Johann Wolfgang von Goethe","https://www.gutenberg.org/ebooks/2403","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Russian road to China","Jr. Lindon Bates","https://www.gutenberg.org/ebooks/77082","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Bartholomew de Las Casas; his life, apostolate, and writings","Francis Augustus MacNutt","https://www.gutenberg.org/ebooks/23466","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Shadows in Zamboula","Robert E. Howard","https://www.gutenberg.org/ebooks/42196","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Camille (La Dame aux Camilias)","Alexandre Dumas","https://www.gutenberg.org/ebooks/1608","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Proverbes sur les femmes, l'amitié, l'amour et le mariage (French)","P.-M. Quitard","https://www.gutenberg.org/ebooks/63380","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Sacred Wood: Essays on Poetry and Criticism","T. S. Eliot","https://www.gutenberg.org/ebooks/57795","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Eminent literary and scientific men of Italy, Spain, and Portugal. Vol. 3 (of 3)","Mary Wollstonecraft Shelley and James Montgomery","https://www.gutenberg.org/ebooks/65228","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Lone Star Planet","John J. McGuire and H. Beam Piper","https://www.gutenberg.org/ebooks/20121","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Under Fire: The Story of a Squad","Henri Barbusse","https://www.gutenberg.org/ebooks/4380","Free kindle book and epub digitized and proofread by volunteers.","[]"
"補紅樓夢 (Chinese)","active 18th century-19th century Langhuanshanqiao","https://www.gutenberg.org/ebooks/25202","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Der Marquis de Sade und seine Zeit. (German)","Iwan Bloch","https://www.gutenberg.org/ebooks/68400","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Underground Railroad from Slavery to Freedom: A comprehensive history","Wilbur Henry Siebert","https://www.gutenberg.org/ebooks/49038","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Astounding Stories of Super-Science January 1930","Unknown","https://www.gutenberg.org/ebooks/41481","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Minor Dialogues, Together With the Dialogue on Clemency","Lucius Annaeus Seneca","https://www.gutenberg.org/ebooks/64576","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Haciendas of Mexico: An Artist's Record","Paul Alexander Bartlett","https://www.gutenberg.org/ebooks/48053","","[]"
"Moby Thesaurus List","Grady Ward","https://www.gutenberg.org/ebooks/3202","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The poetic Edda :  Translated from the Icelandic with an introduction and notes","Unknown","https://www.gutenberg.org/ebooks/73533","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Walking","Henry David Thoreau","https://www.gutenberg.org/ebooks/1022","","[]"
"The Zeppelin's Passenger","E. Phillips Oppenheim","https://www.gutenberg.org/ebooks/1931","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Aladdin and the Magic Lamp","Unknown","https://www.gutenberg.org/ebooks/57","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Memoirs of the Author of a Vindication of the Rights of Woman","William Godwin","https://www.gutenberg.org/ebooks/16199","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tobacco Leaves: Being a Book of Facts for Smokers","William Augustine Brennan","https://www.gutenberg.org/ebooks/37388","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Kipling Reader","Rudyard Kipling","https://www.gutenberg.org/ebooks/16578","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Evelina, Or, the History of a Young Lady's Entrance into the World","Fanny Burney","https://www.gutenberg.org/ebooks/6053","Free kindle book and epub digitized and proofread by volunteers.","[]"
"East of the Sun and West of the Moon: Old Tales from the North","Peter Christen Asbjørnsen and Jørgen Engebretsen Moe","https://www.gutenberg.org/ebooks/30973","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The gardener","Rabindranath Tagore","https://www.gutenberg.org/ebooks/6686","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Augsburg Confession","Philipp Melanchthon","https://www.gutenberg.org/ebooks/275","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Planters of Colonial Virginia","Thomas Jefferson Wertenbaker","https://www.gutenberg.org/ebooks/32507","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The game of life and how to play it","Florence Scovel Shinn","https://www.gutenberg.org/ebooks/74878","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Initiates of the Flame","Manly P. Hall","https://www.gutenberg.org/ebooks/55687","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Bohemia, from the earliest times to the fall of national independence in 1620","C. Edmund Maurice","https://www.gutenberg.org/ebooks/49955","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A Short History of French Literature","George Saintsbury","https://www.gutenberg.org/ebooks/33062","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Castes and Tribes of Southern India. Vol. 4 of 7","Edgar Thurston","https://www.gutenberg.org/ebooks/42994","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Hawaiian folk tales :  a collection of native legends","Unknown","https://www.gutenberg.org/ebooks/18450","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Night of the Living Dead","George A. Romero","https://www.gutenberg.org/ebooks/23053","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Peter the Brazen: A Mystery Story of Modern China","George F. Worts","https://www.gutenberg.org/ebooks/28780","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The excavations at Babylon","Robert Koldewey","https://www.gutenberg.org/ebooks/71398","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Good Things to Eat as Suggested by Rufus","Rufus Estes","https://www.gutenberg.org/ebooks/28845","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Stones of Venice, Volume 2 (of 3),","John Ruskin","https://www.gutenberg.org/ebooks/30755","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Myths of Babylonia and Assyria","Donald A. Mackenzie","https://www.gutenberg.org/ebooks/16653","","[]"
"Index of the Project Gutenberg Works of Arthur Schopenhauer","Arthur Schopenhauer","https://www.gutenberg.org/ebooks/59024","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Folk-Tales of the Khasis","Mrs. Rafy","https://www.gutenberg.org/ebooks/37884","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Condition of the Working-Class in England in 1844","Friedrich Engels","https://www.gutenberg.org/ebooks/17306","","[]"
"Journal of a Residence on a Georgian Plantation: 1838-1839","Fanny Kemble","https://www.gutenberg.org/ebooks/12422","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Tale of Squirrel Nutkin","Beatrix Potter","https://www.gutenberg.org/ebooks/14872","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Notes on Nursing: What It Is, and What It Is Not","Florence Nightingale","https://www.gutenberg.org/ebooks/17366","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Orkneyinga Saga","Anonymous","https://www.gutenberg.org/ebooks/57723","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Index of the Project Gutenberg Works of Oscar Wilde","Oscar Wilde","https://www.gutenberg.org/ebooks/58329","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Translations of Beowulf: A Critical Bibliography","Chauncey Brewster Tinker","https://www.gutenberg.org/ebooks/25942","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Are Women People? A Book of Rhymes for Suffrage Times","Alice Duer Miller","https://www.gutenberg.org/ebooks/11689","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Fenimore Cooper's Literary Offences","Mark Twain","https://www.gutenberg.org/ebooks/3172","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Dictionnaire érotique moderne (French)","Alfred Delvau","https://www.gutenberg.org/ebooks/45150","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Princess of Cleves","Madame de La Fayette","https://www.gutenberg.org/ebooks/467","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Castes and Tribes of Southern India. Vol. 7 of 7","Edgar Thurston","https://www.gutenberg.org/ebooks/42997","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Secret Sharer","Joseph Conrad","https://www.gutenberg.org/ebooks/220","Free kindle book and epub digitized and proofread by volunteers.","[]"
"North Dakota: A Guide to the Northern Prairie State","Federal Writers' Project of the Works Progress Administration for the State of North Dakota","https://www.gutenberg.org/ebooks/46661","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Plague Ship","Andre Norton","https://www.gutenberg.org/ebooks/16921","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Punch, or the London Charivari, Volume 152, January 24, 1917","Various","https://www.gutenberg.org/ebooks/14093","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Architecture :  nineteenth and twentieth centuries","Henry-Russell Hitchcock","https://www.gutenberg.org/ebooks/70079","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Index of the Project Gutenberg Works of Francis Bacon","Francis Bacon","https://www.gutenberg.org/ebooks/59163","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Awakening of Spring: A Tragedy of Childhood","Frank Wedekind","https://www.gutenberg.org/ebooks/35242","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Glories of Ireland","Unknown","https://www.gutenberg.org/ebooks/12111","","[]"
"飛龍全傳 (Chinese)","active 18th century Xuan Wu","https://www.gutenberg.org/ebooks/25229","","[]"
"How to Speak and Write Correctly","Joseph Devlin","https://www.gutenberg.org/ebooks/26577","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Principles of Masonic Law","Albert Gallatin Mackey","https://www.gutenberg.org/ebooks/12186","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Tales of the Jazz Age","F. Scott Fitzgerald","https://www.gutenberg.org/ebooks/6695","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Trail of '98: A Northland Romance","Robert W. Service","https://www.gutenberg.org/ebooks/22063","Free kindle book and epub digitized and proofread by volunteers.","[]"
"A dictionary of American authors","Oscar Fay Adams","https://www.gutenberg.org/ebooks/71324","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Eighteenth Brumaire of Louis Bonaparte","Karl Marx","https://www.gutenberg.org/ebooks/1346","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Convent School; Or, Early Experiences of a Young Flagellant","Rosa Belinda Coote","https://www.gutenberg.org/ebooks/60825","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Contos (Portuguese)","Eça de Queirós","https://www.gutenberg.org/ebooks/31347","Free kindle book and epub digitized and proofread by volunteers.","[]"
"韓詩外傳, Complete (Chinese)","active 150 B.C. Ying Han","https://www.gutenberg.org/ebooks/7290","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Heretics","G. K. Chesterton","https://www.gutenberg.org/ebooks/470","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The London Mercury, Vol. I, Nos. 1-6, November 1919 to April 1920","Various","https://www.gutenberg.org/ebooks/45116","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Wine, Women, and Song","Unknown","https://www.gutenberg.org/ebooks/18044","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Beggar's Opera; to Which is Prefixed the Musick to Each Song","John Gay","https://www.gutenberg.org/ebooks/25063","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Revolt on Venus","Carey Rockwell","https://www.gutenberg.org/ebooks/19027","Free kindle book and epub digitized and proofread by volunteers.","[]"
"James Russell Lowell and His Friends","Edward Everett Hale","https://www.gutenberg.org/ebooks/48311","Free kindle book and epub digitized and proofread by volunteers.","[]"
"Critical and Historical Essays","Edward MacDowell","https://www.gutenberg.org/ebooks/16351","Free kindle book and epub digitized and proofread by volunteers.","[]"
"L'Oeuvre Poètique de Charles Baudelaire: Les Fleurs du Mal (French)","Charles Baudelaire","https://www.gutenberg.org/ebooks/61565","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Extermination of the American Bison","William T. Hornaday","https://www.gutenberg.org/ebooks/17748","Free kindle book and epub digitized and proofread by volunteers.","[]"
"The Robbers","Friedrich Schiller","https://www.gutenberg.org/ebooks/6782","Free kindle book and epub digitized and proofread by volunteers.","[]"
