title,author,url,description,subjects,categories,avg_rating,ratings_count,publisher,published_date,page_count,isbn10,isbn13,language,description_long,unique_id
the grand inquisitor,fyodor dostoyevsky,https://www.gutenberg.org/ebooks/8578,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the grand inquisitorfyodor dostoyevsky,,,3837729659777473296
plays by anton chekhov second series,anton pavlovich chekhov,https://www.gutenberg.org/ebooks/7986,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,plays by anton chekhov second seriesanton pavlovich chekhov,,,-8778164512085818750
a history of the philippines,david p barrows,https://www.gutenberg.org/ebooks/38269,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a history of the philippinesdavid p barrows,,,7911927275827210641
twenty thousand leagues under the seas an underwater tour of the world,jules verne,https://www.gutenberg.org/ebooks/2488,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,twenty thousand leagues under the seas an underwater tour of the worldjules verne,,,7277075397143243828
the open boat and other stories,stephen crane,https://www.gutenberg.org/ebooks/45524,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the open boat and other storiesstephen crane,,,2929415271816876933
a dictionary of slang cant and vulgar words,john camden hotten,https://www.gutenberg.org/ebooks/47018,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a dictionary of slang cant and vulgar wordsjohn camden hotten,,,3867469476796471022
el paraso perdido spanish,john milton,https://www.gutenberg.org/ebooks/67092,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,el paraso perdido spanishjohn milton,,,3601702972446937530
the angel in the house,coventry patmore,https://www.gutenberg.org/ebooks/4099,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the angel in the housecoventry patmore,,,1914147724316260277
lyrical ballads with a few other poems 1798,samuel taylor coleridge and william wordsworth,https://www.gutenberg.org/ebooks/9622,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,lyrical ballads with a few other poems 1798samuel taylor coleridge and william wordsworth,,,103516686772819545
uncle vanya scenes from country life in four acts,anton pavlovich chekhov,https://www.gutenberg.org/ebooks/1756,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,uncle vanya scenes from country life in four actsanton pavlovich chekhov,,,5910716370244267420
jerome cardan a biographical study,w g waters,https://www.gutenberg.org/ebooks/19600,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,jerome cardan a biographical studyw g waters,,,2101258420771880197
the history of witchcraft and demonology,montague summers,https://www.gutenberg.org/ebooks/77145,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the history of witchcraft and demonologymontague summers,,,-7689063346879340288
poems and songs of robert burns,robert burns,https://www.gutenberg.org/ebooks/1279,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,poems and songs of robert burnsrobert burns,,,-5878195264032338578
medea of euripides,euripides,https://www.gutenberg.org/ebooks/35451,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,medea of euripideseuripides,,,8850491401869576431
demonology and devillore,moncure daniel conway,https://www.gutenberg.org/ebooks/40686,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,demonology and devilloremoncure daniel conway,,,-4379603967780973523
a childs history of england,charles dickens,https://www.gutenberg.org/ebooks/699,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a childs history of englandcharles dickens,,,1528121499723032091
a vindication of the rights of woman,mary wollstonecraft,https://www.gutenberg.org/ebooks/3420,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a vindication of the rights of womanmary wollstonecraft,,,4530656736681015259
websters unabridged dictionary,various,https://www.gutenberg.org/ebooks/29765,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,websters unabridged dictionaryvarious,,,-8534733544036487510
all quiet on the western front,erich maria remarque,https://www.gutenberg.org/ebooks/75011,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,all quiet on the western fronterich maria remarque,,,8901198774201248666
the alchemist,ben jonson,https://www.gutenberg.org/ebooks/4081,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the alchemistben jonson,,,-2015387911640064936
democracy and education an introduction to the philosophy of education,john dewey,https://www.gutenberg.org/ebooks/852,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,democracy and education an introduction to the philosophy of educationjohn dewey,,,-1662240760884948880
tribute to michael hart arabic,majid alhydar,https://www.gutenberg.org/ebooks/43007,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,tribute to michael hart arabicmajid alhydar,,,-4773732975074825510
a little princess,frances hodgson burnett,https://www.gutenberg.org/ebooks/146,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a little princessfrances hodgson burnett,,,7541483235069553862
the interpretation of dreams,sigmund freud,https://www.gutenberg.org/ebooks/66048,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the interpretation of dreamssigmund freud,,,5528037176493781894
three hundred aesops fables,aesop,https://www.gutenberg.org/ebooks/21,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,three hundred aesops fablesaesop,,,2782329370011709742
a concise anglosaxon dictionary,j r clark hall,https://www.gutenberg.org/ebooks/31543,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,a concise anglosaxon dictionaryj r clark hall,,,-5090270176175128608
the age of innocence,edith wharton,https://www.gutenberg.org/ebooks/541,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the age of innocenceedith wharton,,,-3626355939211316691
spanish tales for beginners spanish,unknown,https://www.gutenberg.org/ebooks/36805,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,spanish tales for beginners spanishunknown,,,-4120148443975351961
letters of two brides,honor de balzac,https://www.gutenberg.org/ebooks/22981,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,letters of two brideshonor de balzac,,,3001300604765071452
pictures from italy,charles dickens,https://www.gutenberg.org/ebooks/650,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,pictures from italycharles dickens,,,-8576629474665868808
more letters of charles darwin  volume 1,charles darwin,https://www.gutenberg.org/ebooks/2739,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,more letters of charles darwin  volume 1charles darwin,,,5148977487872365387
also sprach zarathustra ein buch fr alle und keinen german,friedrich wilhelm nietzsche,https://www.gutenberg.org/ebooks/7205,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,also sprach zarathustra ein buch fr alle und keinen germanfriedrich wilhelm nietzsche,,,4516195537995591408
ivanhoe a romance,walter scott,https://www.gutenberg.org/ebooks/82,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,ivanhoe a romancewalter scott,,,-2046895567427563125
on heroes heroworship and the heroic in history,thomas carlyle,https://www.gutenberg.org/ebooks/1091,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,on heroes heroworship and the heroic in historythomas carlyle,,,-7988470727307012940
the every day book of history and chronology,joel munsell,https://www.gutenberg.org/ebooks/44028,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the every day book of history and chronologyjoel munsell,,,1166765496014687483
the meditations of the emperor marcus aurelius antoninus,emperor of rome marcus aurelius,https://www.gutenberg.org/ebooks/55317,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the meditations of the emperor marcus aurelius antoninusemperor of rome marcus aurelius,,,8693623336817319653
the declaration of independence of the united states of america,thomas jefferson,https://www.gutenberg.org/ebooks/1,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the declaration of independence of the united states of americathomas jefferson,,,-3255502344803491997
aeneidos latin,virgil,https://www.gutenberg.org/ebooks/227,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,aeneidos latinvirgil,,,-7579525615871003077
lady audleys secret,m e braddon,https://www.gutenberg.org/ebooks/23084,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,lady audleys secretm e braddon,,,-846827042719230394
the tenniel illustrations for carrolls alice in wonderland,john tenniel,https://www.gutenberg.org/ebooks/114,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the tenniel illustrations for carrolls alice in wonderlandjohn tenniel,,,5959333343561454928
modern english biography volume 1 of 4 ah,frederic boase,https://www.gutenberg.org/ebooks/55059,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,modern english biography volume 1 of 4 ahfrederic boase,,,-5714124840127687143
the notebooks of leonardo da vinci  complete,da vinci leonardo,https://www.gutenberg.org/ebooks/5000,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the notebooks of leonardo da vinci  completeda vinci leonardo,,,1023076183361013887
dictionary of quotations from ancient and modern english and foreign sources,rev james wood,https://www.gutenberg.org/ebooks/48105,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,dictionary of quotations from ancient and modern english and foreign sourcesrev james wood,,,3171765588590793162
the readers guide to the encyclopaedia britannica   a handbook containing sixtysix courses of systematic study or occasional reading,inc encyclopaedia britannica,https://www.gutenberg.org/ebooks/74039,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the readers guide to the encyclopaedia britannica   a handbook containing sixtysix courses of systematic study or occasional readinginc encyclopaedia britannica,,,3553606522102339961
the burgess bird book for children,thornton w burgess,https://www.gutenberg.org/ebooks/23709,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the burgess bird book for childrenthornton w burgess,,,-1848595082359608400
the mysteries of udolpho,ann ward radcliffe,https://www.gutenberg.org/ebooks/3268,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the mysteries of udolphoann ward radcliffe,,,-3364002270215963812
st johns college cambridge,robert forsyth scott,https://www.gutenberg.org/ebooks/27320,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,st johns college cambridgerobert forsyth scott,,,-6989177976520448602
best russian short stories,unknown,https://www.gutenberg.org/ebooks/13437,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,best russian short storiesunknown,,,-4829074216079958611
noli me tngere spanish,jos rizal,https://www.gutenberg.org/ebooks/47584,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,noli me tngere spanishjos rizal,,,6980784955278617915
the raven,edgar allan poe,https://www.gutenberg.org/ebooks/17192,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,the ravenedgar allan poe,,,-2621527026752096230
apology crito and phaedo of socrates,plato,https://www.gutenberg.org/ebooks/13726,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,apology crito and phaedo of socratesplato,,,-3968103389112923726
die deutschen familiennamen geschichtlich geographisch sprachlich german,albert heintze,https://www.gutenberg.org/ebooks/58804,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,die deutschen familiennamen geschichtlich geographisch sprachlich germanalbert heintze,,,-2061750307114908042
ancient pagan and modern christian symbolism,thomas inman and mrcse john newton,https://www.gutenberg.org/ebooks/38485,Free kindle book and epub digitized and proofread by volunteers.,[],,,,,,,,ancient pagan and modern christian symbolismthomas inman and mrcse john newton,,,3249167271106616023
